iter	MultiClass
118	0.1205571118
119	0.1191342139
120	0.1174680005
121	0.1162999055
122	0.1149124833
123	0.1136143539
124	0.1123908138
125	0.1114703447
126	0.1096670124
127	0.1083225398
128	0.1070731689
129	0.1060154099
130	0.1048594063
131	0.1037827096
132	0.1028511877
133	0.1017277141
134	0.1007050581
135	0.09982166839
136	0.09870718344
137	0.0979563826
138	0.09706643359
139	0.09624199083
140	0.0953282658
141	0.09453474668
142	0.09370161188
143	0.09274953744
144	0.09173917548
145	0.09089527092
146	0.0897406977
147	0.08898123263
148	0.0881975099
149	0.08742201554
150	0.08674155246
151	0.08600951696
152	0.08527549243
153	0.08444361493
154	0.08372315896
155	0.08290479911
156	0.08218291166
157	0.08149944453
158	0.08078745886
159	0.07994462097
160	0.07923178359
161	0.0785756308
162	0.07795931373
163	0.07723741189
164	0.07665441426
165	0.07609523823
166	0.0754684035
167	0.07494333066
168	0.07436752676
169	0.0738051877
170	0.07321717021
171	0.07256881789
172	0.07209745055
173	0.07164420996
174	0.07119918975
175	0.07077419004
176	0.07023653826
177	0.06961724351
178	0.06915935568
179	0.06860027201
180	0.06810923036
181	0.06759672935
182	0.06706461862
183	0.06657895308
184	0.06614354089
185	0.06564896936
186	0.06522337071
187	0.06483529532
188	0.06435000506
189	0.06385509599
190	0.06341342619
191	0.06294738437
192	0.06255993406
193	0.06213396304
194	0.06161504021
195	0.06119692916
196	0.06085926827
197	0.0604923576
198	0.06007969808
199	0.05961884196
200	0.05918513193
201	0.05880320429
202	0.05841277884
203	0.05800000017
204	0.05760175963
205	0.05724283185
206	0.05689774456
207	0.05649031747
208	0.05609548381
209	0.05534543876
210	0.0550114286
211	0.05473551243
212	0.05441613646
213	0.05415304604
214	0.0538613974
215	0.05353473926
216	0.05325512709
217	0.05298692275
218	0.05270461941
219	0.0524088394
220	0.05211086854
221	0.05176949243
222	0.05150681482
223	0.05118515881
224	0.0509161763
225	0.0506484819
226	0.05036417233
227	0.05005688217
228	0.04975342315
229	0.04947836082
230	0.04920133189
231	0.04887194577
232	0.04859555269
233	0.04833388393
234	0.04798078529
235	0.04766365712
236	0.04738997673
237	0.04713971489
238	0.04689039144
239	0.04666312395
240	0.04639480383
241	0.04614578686
242	0.04587352623
243	0.0456545044
244	0.04539693408
245	0.04518883092
246	0.044920703
247	0.04468918854
248	0.04445829082
249	0.04421488824
250	0.04399091154
251	0.04373477478
252	0.04346716739
253	0.04327243851
254	0.04307895093
255	0.04285748854
256	0.04267630834
257	0.04248541838
258	0.04226105219
259	0.0420263663
260	0.04178495789
261	0.04155172062
262	0.04136530418
263	0.04112118169
264	0.04092461542
265	0.04073562104
266	0.0405157186
267	0.04034162715
268	0.04006633423
269	0.0398728091
270	0.03968046955
271	0.0394886256
272	0.03928424726
273	0.03908871105
274	0.03889510485
275	0.03873086046
276	0.03854072388
277	0.03837717177
278	0.03817941487
279	0.0380095137
280	0.03784137422
281	0.0376720484
282	0.03749136838
283	0.03731551869
284	0.0371504631
285	0.03698495039
286	0.03679110373
287	0.03666701226
288	0.03652323393
289	0.03638554058
290	0.03618557508
291	0.03599409997
292	0.03584394671
293	0.03567683092
294	0.03554112144
295	0.03537970292
296	0.03522443359
297	0.03509028158
298	0.03493740634
299	0.03478502309
300	0.03462480322
301	0.03450873201
302	0.03433241556
303	0.03419489681
304	0.03405822676
305	0.0339249262
306	0.03379099308
307	0.03363255178
308	0.03350545979
309	0.03337941864
310	0.03324437685
311	0.03309007013
312	0.03296465522
313	0.03286161786
314	0.03273689589
315	0.03258231116
316	0.03245677554
317	0.03234636631
318	0.03222210318
319	0.03210786867
320	0.03198455771
321	0.03185574437
322	0.0317374843
323	0.03161309847
324	0.0314984666
325	0.03137837296
326	0.03125216551
327	0.03113415494
328	0.03101768074
329	0.0308997864
330	0.03077186071
331	0.03064530372
332	0.03054461561
333	0.03042545129
334	0.03031135533
335	0.03019942705
336	0.03006477549
337	0.0299429179
338	0.02985063967
339	0.02972733716
340	0.02960041078
341	0.02949689262
342	0.02938723205
343	0.02928479813
344	0.02918064357
345	0.02907810848
346	0.02897813862
347	0.02889279396
348	0.02880335376
349	0.02870609145
350	0.0286097156
351	0.02851457004
352	0.02840953454
353	0.02832054403
354	0.02821477784
355	0.02812194595
356	0.02802809889
357	0.02794599409
358	0.02785261558
359	0.02775863174
360	0.02765825163
361	0.02753110222
362	0.02743056174
363	0.02733731933
364	0.02723530123
365	0.0271458222
366	0.0270520118
367	0.02695141795
368	0.02686160352
369	0.02675552756
370	0.02667179132
371	0.02658998242
372	0.02650794199
373	0.02642284857
374	0.02633476725
375	0.02625564258
376	0.02617520433
377	0.02608572972
378	0.02601221613
379	0.02593717382
380	0.02585194924
381	0.02578120858
382	0.02568767275
383	0.0256110981
384	0.02554055138
385	0.02546921839
386	0.02539122201
387	0.02532000847
388	0.02523629188
389	0.02515582774
390	0.02508344443
391	0.02498063042
392	0.02491167914
393	0.02483614313
394	0.02474474459
395	0.02468004251
396	0.02460800706
397	0.02454919585
398	0.02446750413
399	0.02439656135
400	0.02431483528
401	0.02424175275
402	0.02417973341
403	0.02411700945
404	0.02404370185
405	0.02394631359
406	0.02387876734
407	0.0238025224
408	0.02372781327
409	0.02365200262
410	0.02357596444
411	0.0234981969
412	0.02341711437
413	0.02334030873
414	0.02327116202
415	0.02320682183
416	0.02314632505
417	0.02307389168
418	0.02299155134
419	0.02292592761
420	0.02287189979
421	0.02279916582
422	0.02273331875
423	0.02267612391
424	0.02260827139
425	0.0225440975
426	0.0224776298
427	0.02242178849
428	0.02235527564
429	0.02229618422
430	0.02222850284
431	0.02215483541
432	0.02207981816
433	0.02201499809
434	0.0219533348
435	0.02189110555
436	0.0218328428
437	0.02177382615
438	0.02172460485
439	0.02166693318
440	0.02159900307
441	0.02154314704
442	0.02149086761
443	0.02143054239
444	0.02138044407
445	0.02131480181
446	0.02126116063
447	0.02119661237
448	0.02114716758
449	0.02107889021
450	0.0210291533
451	0.02096944062
452	0.0209141311
453	0.02085238537
454	0.02080078621
455	0.02074265009
456	0.02067918887
457	0.02063291878
458	0.02057302243
459	0.0205277231
460	0.02047619473
461	0.02043101429
462	0.02037957866
463	0.02032946145
464	0.02027153878
465	0.0202138365
466	0.02016195786
467	0.0201062384
468	0.02004987772
469	0.0200000155
470	0.01994771077
471	0.0199078483
472	0.01985317805
473	0.01980984296
474	0.01976017245
475	0.01971636732
476	0.01966052614
477	0.01961155383
478	0.01955018616
479	0.01950399577
480	0.01945936799
481	0.01941381031
482	0.01935671758
483	0.01930052677
484	0.0192525545
485	0.01920232175
486	0.01915409291
487	0.01910447347
488	0.01906914697
489	0.01902787528
490	0.01897859695
491	0.01892468378
492	0.01885883204
493	0.01882027086
494	0.01877813657
495	0.01872566037
496	0.01868616213
497	0.01864762665
498	0.0185928855
499	0.01855510194
500	0.01850348064
501	0.01845715845
502	0.01841398424
503	0.01836942708
504	0.01831500373
505	0.01827051103
506	0.01822323118
507	0.01817546756
508	0.0181310311
509	0.01808909597
510	0.01805296391
511	0.01801128659
512	0.01796865047
513	0.01792551926
514	0.01788331087
515	0.01783353887
516	0.0177941026
517	0.01774521495
518	0.01770345076
519	0.0176516995
520	0.01761054943
521	0.01756708136
522	0.0175219671
523	0.01748441163
524	0.01743951271
525	0.01740711838
526	0.01737071466
527	0.01732977474
528	0.01729599514
529	0.01726092487
530	0.01721182699
531	0.01716341244
532	0.01712608129
533	0.01709094129
534	0.01705722687
535	0.01702026143
536	0.01699147498
537	0.0169532064
538	0.0169182305
539	0.01687890551
540	0.0168411213
541	0.01680848321
542	0.01677889597
543	0.01674311372
544	0.01669603022
545	0.01665265748
546	0.01661316009
547	0.01657680028
548	0.01653484599
549	0.01649968698
550	0.01646920188
551	0.0164380128
552	0.01640290958
553	0.01636267505
554	0.01632743421
555	0.01628967592
556	0.01626041033
557	0.01622521465
558	0.01619244146
559	0.01615786142
560	0.0161287033
561	0.0160982285
562	0.01606291268
563	0.01602299029
564	0.01598826254
565	0.01594810547
566	0.01590899504
567	0.01587758434
568	0.01584252254
569	0.01580745477
570	0.01577595409
571	0.01574264327
572	0.01571381171
573	0.01568077385
574	0.01565319392
575	0.01562182177
576	0.01559454529
577	0.01556266241
578	0.01553049912
579	0.0155016016
580	0.01546881534
581	0.01543737544
582	0.01540593675
583	0.01538260342
584	0.01534875889
585	0.01532091554
586	0.01529269779
587	0.01526779741
588	0.01522720876
589	0.01519936534
590	0.01517177981
591	0.01514039226
592	0.01510927515
593	0.01508072077
594	0.01504659734
595	0.01501030894
596	0.01498625907
597	0.01494963779
598	0.01492131464
599	0.01489181786
600	0.01485640173
601	0.01482475394
602	0.01479463092
603	0.01476863799
604	0.01474108261
605	0.01471554278
606	0.01469013109
607	0.01466593861
608	0.01463753239
609	0.01460463633
610	0.01457738708
611	0.0145450644
612	0.01451429906
613	0.01448683534
614	0.01445074812
615	0.01442478019
616	0.01440143362
617	0.01437673052
618	0.01435410919
619	0.01432571578
620	0.01430076349
621	0.01427394403
622	0.01424738789
623	0.0142223724
624	0.0141958731
625	0.01416764042
626	0.01414421201
627	0.0141217998
628	0.01409473384
629	0.01406941612
630	0.01404580365
631	0.0140188626
632	0.01399069106
633	0.01396481772
634	0.01393269358
635	0.01391070158
636	0.01388784741
637	0.01385539862
638	0.01382888458
639	0.01380207881
640	0.01376896986
641	0.01374826883
642	0.01371993823
643	0.01369772616
644	0.01367764898
645	0.013655008
646	0.01362010735
647	0.01359603561
648	0.0135731828
649	0.01355043963
650	0.01352879111
651	0.01350712229
652	0.01347780194
653	0.01345577473
654	0.01343447546
655	0.01341312913
656	0.01339358153
657	0.0133683978
658	0.01334548916
659	0.01332184051
660	0.01330236147
661	0.01327318663
662	0.01325147148
663	0.01322451318
664	0.01319965987
665	0.01317227574
666	0.01315074759
667	0.01312674379
668	0.01309922684
669	0.01308114796
670	0.01305882588
671	0.01303703758
672	0.01301549236
673	0.01299161868
674	0.01297042528
675	0.01294843677
676	0.01292695547
677	0.01290558256
678	0.01288552083
679	0.01286521337
680	0.01284411272
681	0.01282302274
682	0.01280186576
683	0.01277539631
684	0.01275261098
685	0.01273253603
686	0.01271115768
687	0.01268917642
688	0.01267135026
689	0.01265272706
690	0.01262953879
691	0.01260526844
692	0.01257960597
693	0.01256174114
694	0.01254052556
695	0.01252048721
696	0.01249889853
697	0.01247676431
698	0.01245533706
699	0.01243379334
700	0.01241135236
701	0.01239085244
702	0.01237412215
703	0.01235199743
704	0.01233300741
705	0.01230829292
706	0.01228776852
707	0.01226397335
708	0.01224555844
709	0.01222179496
710	0.01219770978
711	0.01217539418
712	0.01215834275
713	0.01213625825
714	0.01211788917
715	0.01210114527
716	0.01207807835
717	0.01205948544
718	0.01204176662
719	0.01201692225
720	0.01199767519
721	0.01197987444
722	0.01196015659
723	0.01194228813
724	0.01192027756
725	0.01190034216
726	0.01187960862
727	0.01186000194
728	0.01184148138
729	0.0118248949
730	0.01180642496
731	0.0117859692
732	0.01176826541
733	0.01174920095
734	0.01173289965
735	0.01171541833
736	0.01169756919
737	0.01167599982
738	0.01165503495
739	0.01163701725
740	0.01162047242
741	0.01160144753
742	0.01158167679
743	0.01156349855
744	0.01154303697
745	0.01152147845
746	0.01150430065
747	0.01148713698
748	0.01147056169
749	0.01145246029
750	0.01143109576
751	0.01140873721
752	0.01139233895
753	0.01137540863
754	0.0113597884
755	0.01134260267
756	0.01132598663
757	0.01131031322
758	0.01129263162
759	0.01127697369
760	0.01126142902
761	0.01124381809
762	0.01122723814
763	0.01121042806
764	0.01119308155
765	0.01117791997
766	0.01115413824
767	0.01113748492
768	0.0111196847
769	0.01110233362
770	0.0110839195
771	0.0110692549
772	0.01104872839
773	0.01103526462
774	0.01101790067
775	0.01099974948
776	0.01098123125
777	0.01096321303
778	0.01094588661
779	0.01092789178
780	0.01091032213
781	0.01089583408
782	0.01088113946
783	0.01086574906
784	0.0108517087
785	0.01083364481
786	0.01082027822
787	0.01080397688
788	0.01078966863
789	0.01077088032
790	0.01075704441
791	0.01074191012
792	0.01072427716
793	0.01070924794
794	0.01069385862
795	0.01068056933
796	0.01066175482
797	0.0106473106
798	0.01063137422
799	0.01061814154
800	0.0106018686
801	0.0105855944
802	0.01057029591
803	0.01055542836
804	0.01053866221
805	0.01052216788
806	0.01051038722
807	0.01049641174
808	0.01048372283
809	0.01047160909
810	0.01045672598
811	0.0104446099
812	0.01042947367
813	0.01041570206
814	0.01040270163
815	0.01038924473
816	0.01037620397
817	0.01036096216
818	0.01034763439
819	0.01033457996
820	0.0103197648
821	0.0103066133
822	0.01029045974
823	0.01027601042
824	0.01026244471
825	0.01024858567
826	0.01023486252
827	0.01021854332
828	0.01020367684
829	0.01019065452
830	0.01017665532
831	0.01016324821
832	0.01014984036
833	0.01013638508
834	0.01012068731
835	0.01010591567
836	0.01009355844
837	0.01007904219
838	0.0100664564
839	0.01005369274
840	0.0100416864
841	0.01002934487
842	0.01001649755
843	0.01000298049
844	0.009989128289
845	0.009977759454
846	0.009963550189
847	0.009951711488
848	0.009939452222
849	0.009926529707
850	0.009912705592
851	0.009897793747
852	0.00988355739
853	0.009869526252
854	0.009856641698
855	0.009842720653
856	0.009829316517
857	0.009814555486
858	0.009801787287
859	0.009789278997
860	0.009776627451
861	0.009764485978
862	0.009753580493
863	0.009739962621
864	0.009728456215
865	0.009716022516
866	0.009700984348
867	0.009685143383
868	0.009669863586
869	0.009657936814
870	0.009645578328
871	0.009632121612
872	0.009618845132
873	0.009606001975
874	0.009592578868
875	0.009580227468
876	0.009568861327
877	0.009555165995
878	0.00953940904
879	0.009524775012
880	0.009510114409
881	0.009498101848
882	0.009486440286
883	0.00947453637
884	0.009461928802
885	0.009449609675
886	0.009437914099
887	0.009427853165
888	0.009415807946
889	0.009406121491
890	0.009395043032
891	0.009384084147
892	0.009371674857
893	0.009361177469
894	0.009348418585
895	0.009336181371
896	0.009324842629
897	0.009313852371
898	0.009304713966
899	0.009292786408
900	0.009281282192
901	0.009268480884
902	0.009257756931
903	0.009244601394
904	0.0092318501
905	0.009220857879
906	0.009211010089
907	0.009200880489
908	0.009189585942
909	0.009177670978
910	0.009164312776
911	0.009151573176
912	0.009142710166
913	0.009131566579
914	0.009118153991
915	0.009108290893
916	0.009098121866
917	0.009087172522
918	0.009077437901
919	0.009068090153
920	0.009052720835
921	0.009041165654
922	0.009030952413
923	0.00902083651
924	0.00900943857
925	0.008999105926
926	0.008989862612
927	0.00897983607
928	0.008970076846
929	0.008960379718
930	0.008949970715
931	0.008937960339
932	0.008927861335
933	0.008916429318
934	0.00890678384
935	0.008895910192
936	0.008886216818
937	0.0088759103
938	0.008864686462
939	0.008854574824
940	0.008845366727
941	0.0088343678
942	0.008825529696
943	0.008815225814
944	0.008805417361
945	0.008793689527
946	0.008782018662
947	0.008772066956
948	0.008762640449
949	0.008752093149
950	0.008741320646
951	0.008731546895
952	0.008722154719
953	0.008708673837
954	0.008697538978
955	0.008687860266
956	0.008676792658
957	0.008667292912
958	0.008657189872
959	0.008647139501
960	0.008637780608
961	0.008629372212
962	0.008620576976
963	0.008610210869
964	0.008601085224
965	0.008592104095
966	0.008580332938
967	0.008569385395
968	0.008558208101
969	0.008548231112
970	0.008539680953
971	0.008530671318
972	0.008522063373
973	0.008511917118
974	0.008501402277
975	0.008491110409
976	0.008478994439
977	0.008468795
978	0.008459803987
979	0.008449879769
980	0.008439517997
981	0.008427284887
982	0.008417446367
983	0.008406447501
984	0.008396405082
985	0.008386735299
986	0.008376688521
987	0.008368264881
988	0.008359816551
989	0.008351458741
990	0.00834148401
991	0.00833147928
992	0.00832161547
993	0.008314279653
994	0.008304760082
995	0.008293814644
996	0.008285748631
997	0.00827537074
998	0.008265963025
999	0.008256984538
